id,question_id,option_key,content,sort_order,created_at,updated_at,raw_text
b9a00cac-5226-4005-93c1-2269be3c4cb0,3b609aa6-6486-41bd-95f8-7dc3192f1154,a,"[{""html"":""<p>isobaric change</p>"",""type"":""text""}]",1,2026-08-31 09:22:11.869435+00,2026-08-31 09:22:11.869435+00,<p>isobaric change</p>
b9d1ce36-4951-40c1-a4df-c30e91d4a0e4,bc3df8f8-0ef7-449b-a52b-753a8dcb6b68,d,"[{""html"":""<img src=\""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788168339521_pzgztm.png\"" width=\""50%\"" data-alignment=\""center\"" style=\""width: 50%; max-width: 100%; height: auto; display: block; margin-left: auto; margin-right: auto;\""><p></p>"",""type"":""text""}]",4,2026-08-31 09:25:56.289633+00,2026-08-31 09:25:56.289633+00,"<img src=""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788168339521_pzgztm.png"" width=""50%"" data-alignment=""center"" style=""width: 50%; max-width: 100%; height: auto; display: block; margin-left: auto; margin-right: auto;""><p></p>"
b9d3fe32-96d5-4306-ac09-cb3f74a788e8,436edec6-a134-4324-8bf2-f6d52859014d,d,"[{""html"":""<p>320 N</p>"",""type"":""text""}]",4,2026-09-03 04:40:41.69592+00,2026-09-03 04:40:41.69592+00,<p>320 N</p>
b9de1a3f-261e-4c4d-aee0-9d9ffd3e09fb,136907b5-e97b-434d-a619-7f0683d01b91,c,"[{""html"":""<p>Volvox, Chlamydomonas</p>"",""type"":""text""}]",3,2026-08-31 08:36:49.139974+00,2026-08-31 08:36:49.139974+00,"<p>Volvox, Chlamydomonas</p>"
ba32af62-3c3c-4104-94e7-8ebfd109a796,3e8c44b9-0bd6-4bb4-a532-bcc97c16b148,d,"[{""html"":""<p>Sweet potato.</p>"",""type"":""text""}]",4,2026-09-03 07:25:16.328452+00,2026-09-03 07:25:16.328452+00,<p>Sweet potato.</p>
ba43fbe4-287d-41f3-93ba-fc318d0a4e66,8f7402c4-b51f-4aca-a36d-229ad0a7c3fc,d,"[{""html"":""<p> \\( 1/2, -1/2 \\text{ and } -3/2 \\) </p>"",""type"":""text""}]",4,2026-08-31 08:36:34.179306+00,2026-08-31 08:36:34.179306+00,"<p> \( 1/2, -1/2 \text{ and } -3/2 \) </p>"
ba4490c1-dc68-4d9e-acff-2e94f5aadbdd,d4a77465-4d53-42b7-8c78-4b307c7e5f24,b,"[{""html"":""<p> \\( \\oplus\\ \\text{⚥}\\ K_{(5)}\\ C_5\\ A_{(9)+1}\\ \\underline{G}_{5} \\) </p>"",""type"":""text""}]",2,2026-09-02 10:44:27.554271+00,2026-09-02 10:44:27.554271+00,<p> \( \oplus\ \text{⚥}\ K_{(5)}\ C_5\ A_{(9)+1}\ \underline{G}_{5} \) </p>
ba5df3b2-6180-4a49-b18a-6d4d194aa9a0,9a6353c1-1053-42e3-b0c7-3983c7635006,d,"[{""html"":""<p>H₃O⁺</p>"",""type"":""text""}]",4,2026-09-03 08:32:25.996973+00,2026-09-03 08:32:25.996973+00,<p>H₃O⁺</p>
ba5f1bc4-bcd0-42ee-969e-30145a008e4a,a22a326c-5c53-432d-964c-0086149f6dbc,a,"[{""html"":""<p><em> \\( F = \\frac{d}{dt}(p) \\) </em></p>"",""type"":""text""}]",1,2026-09-02 15:31:32.167392+00,2026-09-02 15:31:32.167392+00,<p><em> \( F = \frac{d}{dt}(p) \) </em></p>
ba63b34c-d99f-4067-8acf-fbd21a57832f,30eda975-8016-4f4b-8fc5-ea9638225802,c,"[{""html"":""<p>-4</p>"",""type"":""text""}]",3,2026-09-02 11:50:38.501181+00,2026-09-02 11:50:38.501181+00,<p>-4</p>
ba76c96f-7960-42f5-82fd-d4980b404631,8fe0ef17-6d08-424a-b00e-96ee6dc26ef6,a,"[{""html"":""<p> It contains 36.14 × 10²³ oxygen atoms.</p>"",""type"":""text""}]",1,2026-08-31 06:46:44.50482+00,2026-08-31 06:46:44.50482+00,<p> It contains 36.14 × 10²³ oxygen atoms.</p>
ba94ec66-fd80-4652-b923-fdeeb17fb92c,32cca43b-d483-40cf-a41d-a9efd64dfa64,c,"[{""html"":"""",""type"":""text""}]",3,2026-09-03 07:42:22.046408+00,2026-09-03 07:42:22.046408+00,
ba951ad3-1b2d-45a7-a446-0724240614dd,09f1e615-30db-4259-848c-42fdcdeebe51,b,"[{""html"":""<p>X is more accurate than Y.</p>"",""type"":""text""}]",2,2026-08-31 08:05:23.784879+00,2026-08-31 08:05:23.784879+00,<p>X is more accurate than Y.</p>
ba9cf5b2-0676-4a76-82a6-d02d55cc28f9,99c31845-5bc5-4aeb-b01f-7a26900300ac,d,"[{""html"":""<p>All of these</p>"",""type"":""text""}]",4,2026-08-31 08:38:15.714751+00,2026-08-31 08:38:15.714751+00,<p>All of these</p>
bab48bce-26fa-424a-8760-c689d321234d,c29ea35f-5fd3-400a-be91-ec0f31451d2c,d,"[{""html"":""<p>twisted, <em>Hibiscus</em></p>"",""type"":""text""}]",4,2026-09-01 12:30:51.785631+00,2026-09-01 12:30:51.785631+00,"<p>twisted, <em>Hibiscus</em></p>"
babca949-4476-4f6b-b2d3-76fc98d36553,ef09e2c3-fb55-4223-ad3e-81175bf26d1d,b,"[{""html"":""<p>\\(\\lambda \\vec{0} = \\vec{0}\\), where \\(\\lambda\\) is a scalar</p>"",""type"":""text""}]",2,2026-08-31 09:21:20.243897+00,2026-08-31 09:21:20.243897+00,"<p>\(\lambda \vec{0} = \vec{0}\), where \(\lambda\) is a scalar</p>"
bac59dba-86ce-4d27-af70-2dcc4645abd6,de9359e0-e9d1-4372-af8d-7258294672b4,c,"[{""html"":""<p>(i) Palisade parenchyma (ii) Spongy parenchyma (iii) Dicot root</p>"",""type"":""text""}]",3,2026-09-02 10:14:16.550273+00,2026-09-02 10:14:16.550273+00,<p>(i) Palisade parenchyma (ii) Spongy parenchyma (iii) Dicot root</p>
bb847cc0-9be1-4c22-9762-a10985e070d0,52938dbe-8608-4839-9626-0f743ca724e7,d,"[{""html"":""<p>This type of root system is seen in the mustard plant.</p>"",""type"":""text""}]",4,2026-09-03 07:04:01.18341+00,2026-09-03 07:04:01.18341+00,<p>This type of root system is seen in the mustard plant.</p>
bb9dab32-06ed-4a76-8fe0-5ae286ccd292,e4d4f510-dd3b-4048-802f-f41542f76d33,c,"[{""html"":""<p>Torque and power</p>"",""type"":""text""}]",3,2026-08-31 06:21:18.400644+00,2026-08-31 06:21:18.400644+00,<p>Torque and power</p>
bbc30c88-c314-4876-b466-a8995cacd862,e3652efd-2806-4041-a873-737175404307,c,"[{""html"":""<p>+304 J</p>"",""type"":""text""}]",3,2026-08-31 07:13:31.613155+00,2026-08-31 07:13:31.613155+00,<p>+304 J</p>
bbe676d3-cea7-4cdf-89b5-dc3da5532964,080a73dc-fa5e-4d3c-873f-c4e154ac2f74,b,"[{""html"":""<p>Both Statement I and Statement II are false.</p>"",""type"":""text""}]",2,2026-09-03 07:35:05.103103+00,2026-09-03 07:35:05.103103+00,<p>Both Statement I and Statement II are false.</p>
bbf48e8d-3554-4597-a848-73fbba56a720,8863be6f-434e-4a7e-84d6-70eaa66807ed,b,"[{""html"":""<p>isogamy</p>"",""type"":""text""}]",2,2026-08-31 07:04:10.039157+00,2026-08-31 07:04:10.039157+00,<p>isogamy</p>
bc072a6a-8af3-4f82-b01c-4991bbdb0871,2f4dfd00-4779-49d2-ba0c-2eeac99db094,b,"[{""html"":""In Calotropis, a single leaf arises at each node, hence has alternate phyllotaxy."",""type"":""text""}]",2,2026-09-03 08:24:06.406259+00,2026-09-03 08:24:06.406259+00,"In Calotropis, a single leaf arises at each node, hence has alternate phyllotaxy."
bc15906d-cbea-436f-97e8-f2d229cb142e,407392f4-c402-4f19-b970-77f111e7afc9,b,"[{""html"":""<p>Rhodophyceae</p>"",""type"":""text""}]",2,2026-08-31 08:28:47.702788+00,2026-08-31 08:28:47.702788+00,<p>Rhodophyceae</p>
bc34f828-50eb-475e-af73-93c8d4b56306,7a772600-df23-445e-a058-7abafab3568b,b,"[{""html"":""<p>derived units only<br><br></p>"",""type"":""text""}]",2,2026-08-31 06:07:33.385698+00,2026-08-31 06:07:33.385698+00,<p>derived units only<br><br></p>
bc4e81ce-20cb-440c-88c4-d6fb64d5b9f1,081418bb-ab0b-430b-8fc8-76d3efdbab4e,a,"[{""html"":""<p>lipids</p>"",""type"":""text""}]",1,2026-08-31 08:19:37.751399+00,2026-08-31 08:19:37.751399+00,<p>lipids</p>
bc9a84f6-bdb1-4be7-9490-b3a362d4f9bd,75574afa-a4b7-45d8-9364-fd2bf2c32a99,c,"[{""html"":""<p>2.5 N</p>"",""type"":""text""}]",3,2026-09-02 16:08:21.924682+00,2026-09-02 16:08:21.924682+00,<p>2.5 N</p>
bcc3ab0a-49d3-40d9-9c7a-a5c87cc3bbd3,d5b64069-1e47-41ee-b37c-f2bf8ee02f05,d,"[{""html"":""<p>Free stamens — Polyandrous</p>"",""type"":""text""}]",4,2026-09-01 12:35:12.107713+00,2026-09-01 12:35:12.107713+00,<p>Free stamens — Polyandrous</p>
bd36db51-fa84-4da9-80a6-e87e1cd58a2b,d190e9ea-09ae-43b5-a849-b0ca11dae1b5,c,"[{""html"":""<p>[BCl₃] and BrCl₃</p>"",""type"":""text""}]",3,2026-09-03 08:06:02.556608+00,2026-09-03 08:06:02.556608+00,<p>[BCl₃] and BrCl₃</p>
bd907448-f080-4748-baea-9b1599172725,f03c8dec-33b0-403e-a477-3540016cc5ca,d,"[{""html"":""<p>physiological and morphological characters.</p>"",""type"":""text""}]",4,2026-09-02 05:23:09.819353+00,2026-09-02 05:23:09.819353+00,<p>physiological and morphological characters.</p>
bdd33dc2-deeb-4ac7-a5e8-8386de27ff24,c40de028-4a7f-49a7-be79-19c80c472b74,d,"[{""html"":""<p>Flow of compressed and purified air</p>"",""type"":""text""}]",4,2026-09-01 07:56:47.927101+00,2026-09-01 07:56:47.927101+00,<p>Flow of compressed and purified air</p>
bdd96f59-ee05-40b3-a5bc-bfd4fa99aad4,95707fcd-99e1-46f3-aa6e-4397f659fc5c,a,"[{""html"":""<p>Presence of actinomorphic flowers and cruciform corolla</p>"",""type"":""text""}]",1,2026-09-02 09:42:42.825515+00,2026-09-02 09:42:42.825515+00,<p>Presence of actinomorphic flowers and cruciform corolla</p>
bde178e6-9189-4b29-a065-dc1a1cddaa4d,6e0c5bdd-e1c8-42bf-9169-eca08b1d26ca,a,"[{""html"":""<p>234000 = 2.34 × 10⁵</p>"",""type"":""text""}]",1,2026-08-31 08:04:34.317078+00,2026-08-31 08:04:34.317078+00,<p>234000 = 2.34 × 10⁵</p>
bde18c04-d8f7-4342-8ded-ea5d4c858a38,6a40049c-eedc-4542-af98-9db30205c9ac,b,"[{""html"":""<p>Dimensional formula of potential (V) is  \\( [M^1L^2T^3A^{-1}] \\) .</p>"",""type"":""text""}]",2,2026-08-31 07:03:12.044439+00,2026-08-31 07:03:12.044439+00,<p>Dimensional formula of potential (V) is  \( [M^1L^2T^3A^{-1}] \) .</p>
be03d3b3-a506-415c-8e58-291b11b13269,b00b45f3-2fff-4844-a616-5a829c88474e,c,"[{""html"":""<p>Work is done in lifting the weight but no work is required to done in holding it up</p>"",""type"":""text""}]",3,2026-09-03 06:49:07.82128+00,2026-09-03 06:49:07.82128+00,<p>Work is done in lifting the weight but no work is required to done in holding it up</p>
be1b3563-0c40-46b6-b3e9-a6473d31e255,f01c2f0c-e480-4e5d-a205-d33016ee378d,d,"[{""html"":""<p>N₃⁻, I₃⁺, SO₂</p>"",""type"":""text""}]",4,2026-09-03 08:38:42.748299+00,2026-09-03 08:38:42.748299+00,"<p>N₃⁻, I₃⁺, SO₂</p>"
be1ff82c-08eb-43f9-a176-46c37e891d44,81a5f3fa-758b-46b3-8d59-b8c7fab9edb1,b,"[{""html"":""<p>Asteraceae</p>"",""type"":""text""}]",2,2026-09-02 09:58:02.341807+00,2026-09-02 09:58:02.341807+00,<p>Asteraceae</p>
be24847b-e234-456e-9fbe-dc56a7048d46,77239264-d627-4215-92ad-c3db81f9814a,c,"[{""html"":""<p>7.5 × 10²², 15 × 10²²</p>"",""type"":""text""}]",3,2026-08-31 06:46:50.744517+00,2026-08-31 06:46:50.744517+00,"<p>7.5 × 10²², 15 × 10²²</p>"
be5fa7cc-95c0-4852-ba42-e445361e6a29,6f3c3ce9-7862-4a1e-984d-001ce7fdd52b,b,"[{""html"":""<p>tangential</p>"",""type"":""text""}]",2,2026-09-02 07:45:52.85548+00,2026-09-02 07:45:52.85548+00,<p>tangential</p>
be77b767-5efe-41bd-ae09-8e5fc3fda4eb,f29d8ff7-99cb-471f-a88c-14d4a5344501,d,"[{""html"":""<p>C=C &lt; C≡C &lt; C—C</p>"",""type"":""text""}]",4,2026-09-03 06:35:26.354508+00,2026-09-03 06:35:26.354508+00,<p>C=C &lt; C≡C &lt; C—C</p>
bea55d49-00f1-47bb-9c7f-0555121f0607,a69e5141-c5fe-401a-9877-cddea6e00d7c,b,"[{""html"":"""",""type"":""text""}]",2,2026-09-03 12:03:21.29454+00,2026-09-03 12:03:21.29454+00,
bf0edd93-cf85-4bed-9028-a833c27287e6,38a1c725-9f73-4b22-85a0-43947d61c160,c,"[{""html"":""<p> \\( \\ 10^{-2}\\ \\mathrm{N} \\) </p>"",""type"":""text""}]",3,2026-09-02 12:31:02.379888+00,2026-09-02 12:31:02.379888+00,<p> \( \ 10^{-2}\ \mathrm{N} \) </p>
bf502d1a-e2d0-4496-b4b3-0bdb9c892550,83bd1c99-e27f-44b7-a3d8-983c1d17d072,a,"[{""html"":""<p>greater than the initial temperature</p>"",""type"":""text""}]",1,2026-08-31 07:07:39.116902+00,2026-08-31 07:07:39.116902+00,<p>greater than the initial temperature</p>
bf59b244-a935-49b8-9fcd-625d8eae25f7,c7567e0d-3354-4db4-8a3e-854521e0e857,d,"[{""html"":""<p>HCl</p>"",""type"":""text""}]",4,2026-08-31 06:45:32.323905+00,2026-08-31 06:45:32.323905+00,<p>HCl</p>
bfa2f51e-1147-4712-a509-13eff7f828f6,e4e7177d-fcaa-4f50-af96-146fb9a5a170,c,"[{""html"":""<p>Closed vascular — Form secondary tissues bundle</p>"",""type"":""text""}]",3,2026-09-02 07:01:30.854285+00,2026-09-02 07:01:30.854285+00,<p>Closed vascular — Form secondary tissues bundle</p>
bfad4226-da3f-4b91-ab96-411e86ebe596,a9a6c9f2-4a72-40dd-b810-5ff5c3c4e656,b,"[{""html"":""<p>Bond dissociation energy of O₂⁺ is higher than O₂.</p>"",""type"":""text""}]",2,2026-09-03 07:41:48.134745+00,2026-09-03 07:41:48.134745+00,<p>Bond dissociation energy of O₂⁺ is higher than O₂.</p>
bfbc930f-1fc7-4cb8-8f71-41cc253f126e,e4d4f510-dd3b-4048-802f-f41542f76d33,a,"[{""html"":""<p>Force and power</p>"",""type"":""text""}]",1,2026-08-31 06:21:18.400644+00,2026-08-31 06:21:18.400644+00,<p>Force and power</p>
bfc45ba8-0146-4fc6-887b-c32ac2f76415,8e6dfcce-55ef-49af-93ed-33f41b09de0d,d,"[{""html"":""<p>3.84 and 3.84</p>"",""type"":""text""}]",4,2026-08-31 07:29:51.197764+00,2026-08-31 07:29:51.197764+00,<p>3.84 and 3.84</p>
bff6c342-7bb6-489e-b6e1-97f09c4abb7d,2a9daaf6-fb4a-4533-b9d5-a8c282b53fc9,b,"[{""html"":""<p>Protecting the plant from salt stress</p>"",""type"":""text""}]",2,2026-09-03 07:36:46.085419+00,2026-09-03 07:36:46.085419+00,<p>Protecting the plant from salt stress</p>
c03230a2-1a50-4373-93ef-88c1750e4066,8ce6fbca-2df2-46a7-9cb6-db648cdf92d3,b,"[{""html"":""<p>a. Imbricate   b. Twisted   c. Valvate   d. Vexillary</p>"",""type"":""text""}]",2,2026-09-02 07:59:11.682496+00,2026-09-02 07:59:11.682496+00,<p>a. Imbricate   b. Twisted   c. Valvate   d. Vexillary</p>
c04bd9d3-ab0f-4f95-af3b-5d2249b1fa50,baf0022c-2015-4a54-ab8a-2c2e0523956b,a,"[{""html"":""<p> g/4​&nbsp;downonwards</p>"",""type"":""text""}]",1,2026-09-02 05:57:36.296744+00,2026-09-02 05:57:36.296744+00,<p> g/4​&nbsp;downonwards</p>
c04cb426-336b-46fd-bb5c-df051d7631f0,5590ae72-cc4e-4f30-a8ec-cfe58b76b8d8,b,"[{""html"":""<p> \\( 4\\ \\mathrm{m\\,s^{-2}} \\) </p>"",""type"":""text""}]",2,2026-09-01 07:38:07.986556+00,2026-09-01 07:38:07.986556+00,"<p> \( 4\ \mathrm{m\,s^{-2}} \) </p>"
c0738cdb-3e0c-4c38-b9fe-aa5e8d65687b,07b93d52-59a3-4719-aa56-8f7a8b85b8b4,d,"[{""html"":""<p>Kepler</p>"",""type"":""text""}]",4,2026-09-02 11:46:57.573664+00,2026-09-02 11:46:57.573664+00,<p>Kepler</p>
c1203664-04df-4eb7-a8dc-8785ae103490,f78c6685-c07e-4550-a03d-7b10dd796cb0,b,"[{""html"":""<p>Interfascicular cambium</p>"",""type"":""text""}]",2,2026-09-02 08:39:13.847382+00,2026-09-02 08:39:13.847382+00,<p>Interfascicular cambium</p>
c155685d-7de6-4558-a540-b361b7907e9c,cb39f68f-a31b-4453-8c7e-e09511693629,c,"[{""html"":""<p>Negative, Positive</p>"",""type"":""text""}]",3,2026-09-03 06:46:58.792866+00,2026-09-03 06:46:58.792866+00,"<p>Negative, Positive</p>"
c15a3a4c-2889-4559-90ed-f30307dfef7b,e63cfea9-37e7-4aa6-9649-956b461d601c,b,"[{""html"":""<p>Thermodynamic temperature<br><br></p>"",""type"":""text""}]",2,2026-08-31 06:26:00.760001+00,2026-08-31 06:26:00.760001+00,<p>Thermodynamic temperature<br><br></p>
c18409cd-4f91-4129-ba48-c548a0bce82e,c7567e0d-3354-4db4-8a3e-854521e0e857,c,"[{""html"":""<p>CH₄</p>"",""type"":""text""}]",3,2026-08-31 06:45:32.323905+00,2026-08-31 06:45:32.323905+00,<p>CH₄</p>
c19a36dd-9b32-430d-b6de-f74fa0fafedc,82a6cddc-6273-4d49-8138-dbd1f08c371e,a,"[{""html"":""<p>3.47</p>"",""type"":""text""}]",1,2026-08-31 07:34:31.560802+00,2026-08-31 07:34:31.560802+00,<p>3.47</p>
c1ffb423-9bb9-4ab3-a669-29171bd2af12,ff66e9c9-db96-4abc-b095-bd5970e1679f,c,"[{""html"":""<p>positive</p>"",""type"":""text""}]",3,2026-08-31 09:20:15.069055+00,2026-08-31 09:20:15.069055+00,<p>positive</p>
c203a8f7-7e0e-4883-9338-5a20cc37b3e5,6e643833-061f-485c-98dd-9fe5bc307d06,a,"[{""html"":""<p>100 N</p>"",""type"":""text""}]",1,2026-09-01 12:07:24.34142+00,2026-09-01 12:07:24.34142+00,<p>100 N</p>
c234fbb0-da29-4375-8723-c729176e108a,30eda975-8016-4f4b-8fc5-ea9638225802,b,"[{""html"":""<p>4</p>"",""type"":""text""}]",2,2026-09-02 11:50:38.501181+00,2026-09-02 11:50:38.501181+00,<p>4</p>
c244243e-3746-4a25-8903-bffed3124e50,8e6dfcce-55ef-49af-93ed-33f41b09de0d,a,"[{""html"":""<p>3.85 and 3.84</p>"",""type"":""text""}]",1,2026-08-31 07:29:51.197764+00,2026-08-31 07:29:51.197764+00,<p>3.85 and 3.84</p>
c244266e-474a-40a8-8268-c72851c6bfec,b4d5d470-f8f7-45ee-bd8b-6effaefda784,a,"[{""html"":""<p>The monkey climbs up with an acceleration of 5 m s <sup>-2</sup></p>"",""type"":""text""}]",1,2026-09-01 12:44:10.470365+00,2026-09-01 12:44:10.470365+00,<p>The monkey climbs up with an acceleration of 5 m s <sup>-2</sup></p>
c25b003d-f6a0-4a45-9261-249a67aa1c22,75952047-b994-48de-802c-a2f72e06dc93,a,"[{""html"":""<p>The form and size of algae is highly variable.</p>"",""type"":""text""}]",1,2026-08-31 07:26:15.784241+00,2026-08-31 07:26:15.784241+00,<p>The form and size of algae is highly variable.</p>
c2738479-7c9e-48de-b0f6-a950e31251ed,4136c17e-2ffd-40ea-884f-1879bf000be7,c,"[{""html"":""<p>XeF₄</p>"",""type"":""text""}]",3,2026-09-01 11:48:21.340212+00,2026-09-01 11:48:21.340212+00,<p>XeF₄</p>
c29f16c2-7428-48ce-be69-c8ebff641f0b,dd8a97a3-ecf3-4f5e-a431-b9d2e6e112d6,b,"[{""html"":""B"",""type"":""text""}]",2,2026-09-03 08:45:46.188477+00,2026-09-03 08:45:46.188477+00,B
c2b0646f-eaa0-4410-8db1-56f8de8003bc,30eda975-8016-4f4b-8fc5-ea9638225802,d,"[{""html"":""<p>-3</p>"",""type"":""text""}]",4,2026-09-02 11:50:38.501181+00,2026-09-02 11:50:38.501181+00,<p>-3</p>
c2f99ebd-303e-46cc-89fd-6ed00b8fafdd,80bc35d6-c507-4d80-96b0-02c17bd785be,c,"[{""html"":""<p>\\(12\\%\\)</p>"",""type"":""text""}]",3,2026-08-31 08:45:09.203435+00,2026-08-31 08:45:09.203435+00,<p>\(12\%\)</p>
c306a2aa-8ab6-4da4-a25e-3019d806a158,6e450c50-985e-4b52-a16e-f4a357350a63,d,"[{""html"":""<p>One p-p axial and one p-p sidewise overlap</p>"",""type"":""text""}]",4,2026-09-03 07:23:12.307775+00,2026-09-03 07:23:12.307775+00,<p>One p-p axial and one p-p sidewise overlap</p>
c33ef1b5-b209-4c9d-bcd4-2c4fac126575,52938dbe-8608-4839-9626-0f743ca724e7,a,"[{""html"":""<p>This type of root system develops from radicle of embryo.</p>"",""type"":""text""}]",1,2026-09-03 07:04:01.18341+00,2026-09-03 07:04:01.18341+00,<p>This type of root system develops from radicle of embryo.</p>
c3a1417d-10fc-43b4-8799-83231ae64422,79cc52a6-8fb0-43a6-a3c8-49acf9d04669,d,"[{""html"":""<p> \\( [ML^2T^{-2}A] \\) </p>"",""type"":""text""}]",4,2026-08-31 07:09:02.588114+00,2026-08-31 07:09:02.588114+00,<p> \( [ML^2T^{-2}A] \) </p>
c3aa7d76-48e8-47c2-88d4-532afab4f592,50b6b971-51bc-4e62-94e3-1515dac69406,d,"[{""html"":""<p>numerical taxonomy.</p>"",""type"":""text""}]",4,2026-08-31 06:28:16.819059+00,2026-08-31 06:28:16.819059+00,<p>numerical taxonomy.</p>
c3c71400-9340-449a-a862-6a18935d15cb,0d2ebda7-689c-43bb-aad3-0d18a11294cc,c,"[{""html"":""<p>17.0 g</p>"",""type"":""text""}]",3,2026-08-31 08:06:27.361595+00,2026-08-31 08:06:27.361595+00,<p>17.0 g</p>
c3d3bbc5-8f8b-471a-9b62-e8a6393aaf8b,412f683a-48aa-4226-ab9c-ced5e189f3da,c,"[{""html"":""<p>9.00 m</p>"",""type"":""text""}]",3,2026-08-31 06:06:56.221767+00,2026-08-31 06:06:56.221767+00,<p>9.00 m</p>
c40fe673-9528-4ebe-868a-3228de4f1869,1d0390b6-efe2-4202-b04e-6b2118f39bc4,a,"[{""html"":""(I), when the bond is formed, the energy is minimum."",""type"":""text""}]",1,2026-09-03 09:14:53.793599+00,2026-09-03 09:14:53.793599+00,"(I), when the bond is formed, the energy is minimum."
c4b08f18-f0a0-4470-948b-34299b95c8b1,b1c6ca03-fe29-4283-a949-6fe42d446df8,a,"[{""html"":""<p>34.3, 0.0461, 10.4</p>"",""type"":""text""}]",1,2026-08-31 08:01:08.065627+00,2026-08-31 08:01:08.065627+00,"<p>34.3, 0.0461, 10.4</p>"
c4b3242c-a1b5-4bab-86ca-b5411fba024e,7ae39b0e-358a-4e30-a98c-94d2e76545fa,b,"[{""html"":""<p></p><ol type=\""a\""><li><p>a.Frond   b.Stipe   c.holdfast</p></li></ol><p></p>"",""type"":""text""}]",2,2026-08-31 07:41:44.490022+00,2026-08-31 07:41:44.490022+00,"<p></p><ol type=""a""><li><p>a.Frond   b.Stipe   c.holdfast</p></li></ol><p></p>"
c4bd646d-2cde-4fec-a0fb-d5b3d0f58a1b,477538b8-cd71-4f05-a2e1-8f1067fe9324,b,"[{""html"":""<p>marine habitat</p>"",""type"":""text""}]",2,2026-08-31 08:15:19.520862+00,2026-08-31 08:15:19.520862+00,<p>marine habitat</p>
c4e33d0e-ea84-4efb-ad80-6acc30ef0500,b5de5adc-4bf2-43d8-8170-fa4468684e69,b,"[{""html"":""<p>5 kg</p>"",""type"":""text""}]",2,2026-09-03 04:44:39.179769+00,2026-09-03 04:44:39.179769+00,<p>5 kg</p>
c51784f8-1ad6-49c5-9c44-54f6e5df1685,d84d0e03-c47a-4819-861e-db04e4eeaf83,c,"[{""html"":""<p>All parts of the ball have the same velocity (magnitude and direction) and the velocity is constant.</p>"",""type"":""text""}]",3,2026-09-03 07:31:32.700771+00,2026-09-03 07:31:32.700771+00,<p>All parts of the ball have the same velocity (magnitude and direction) and the velocity is constant.</p>
c5952109-67f2-4c19-a341-e2ff29c44d71,23d2cb00-4056-462c-bb01-aa13c5270443,c,"[{""html"":""<p>sp³d – 60°</p>"",""type"":""text""}]",3,2026-09-01 11:36:09.469189+00,2026-09-01 11:36:09.469189+00,<p>sp³d – 60°</p>
c5a28945-8134-43aa-98c6-daef959c99ba,4d54a902-e2a1-468f-811f-f00687d6efeb,c,"[{""html"":"""",""type"":""text""}]",3,2026-09-03 09:46:59.331631+00,2026-09-03 09:46:59.331631+00,
c660ff0a-83af-48f5-b28e-8282705af0b3,ac6365b2-4afa-4f75-bf67-ff6e98d34a2b,a,"[{""html"":""<p>HCl</p>"",""type"":""text""}]",1,2026-09-03 08:36:31.178455+00,2026-09-03 08:36:31.178455+00,<p>HCl</p>
c67c2a6f-8c2b-48ec-ac49-9d3556622cb7,12429d96-02ac-4429-9059-0a16113d1c4a,b,"[{""html"":""<p>0</p>"",""type"":""text""}]",2,2026-09-02 11:13:44.657316+00,2026-09-02 11:13:44.657316+00,<p>0</p>
c6949b79-1f32-4dce-bde4-9fc1f0569efd,21e06758-b16a-417a-bb3a-7024d431f944,d,"[{""html"":""<p> \\( 11.3 \\) </p>"",""type"":""text""}]",4,2026-08-31 08:19:25.519925+00,2026-08-31 08:19:25.519925+00,<p> \( 11.3 \) </p>
c6dfa66e-728b-4f2f-a571-f431d73febde,ff66e9c9-db96-4abc-b095-bd5970e1679f,d,"[{""html"":""<p>nothing can be predicted</p>"",""type"":""text""}]",4,2026-08-31 09:20:15.069055+00,2026-08-31 09:20:15.069055+00,<p>nothing can be predicted</p>
c6fcfa42-6927-408b-b7f7-7bb3ba47ede3,7de646b0-be5e-419c-9dd7-c012d596182d,a,"[{""html"":""<p>Sp, sp³ and sp²</p>"",""type"":""text""}]",1,2026-09-03 08:08:49.936621+00,2026-09-03 08:08:49.936621+00,"<p>Sp, sp³ and sp²</p>"
c715f6d9-eecf-426c-82ca-9e05e010e7cc,4e692019-d7ac-4be7-a9c4-2485a3c738f9,c,"[{""html"":""<p>Both Statement I and Statement II are false.</p>"",""type"":""text""}]",3,2026-09-02 09:54:03.636863+00,2026-09-02 09:54:03.636863+00,<p>Both Statement I and Statement II are false.</p>
c750dc13-43b2-4030-b12e-f077bda8b1c7,53956125-a8b3-4fa3-a3c5-d69da8b0e5f8,b,"[{""html"":""Mustard, wheat and grass respectively"",""type"":""text""}]",2,2026-09-03 10:10:45.757655+00,2026-09-03 10:10:45.757655+00,"Mustard, wheat and grass respectively"
c75ff9a9-746b-4761-96fc-2223241c1782,32b437fe-36e0-4715-bed3-0a8a4733005a,c,"[{""html"":""<p>2 moles of sulphuric acid</p>"",""type"":""text""}]",3,2026-08-31 06:49:29.076076+00,2026-08-31 06:49:29.076076+00,<p>2 moles of sulphuric acid</p>
