id,question_id,option_key,content,raw_text,sort_order
a8c34079-8c5e-465b-9a7c-d2b183cc2a19,b78269a8-9d1b-4d1d-bb4b-eeac06830a9e,b,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\frac{d}{\\sqrt{v_s^2 - v_r^2}}\\)</p>""}]",\(t = \frac{d}{\sqrt{v_s^2 - v_r^2}}\),2
a8c30bbb-6d6a-4875-84a6-875dfb5d2a02,b78269a8-9d1b-4d1d-bb4b-eeac06830a9e,c,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\frac{d}{v_s + v_r}\\)</p>""}]",\(t = \frac{d}{v_s + v_r}\),3
83b82244-deb6-480e-a2b3-124b59a94ffd,b78269a8-9d1b-4d1d-bb4b-eeac06830a9e,d,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\frac{d}{v_r}\\)</p>""}]",\(t = \frac{d}{v_r}\),4
47e86b2c-8c51-4000-b5c0-7fd0b8dbc569,4d93f24c-64c2-4acb-a630-24f1ceb13d71,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\sin\\alpha = \\frac{v_r}{v_s}\\) (where \\(\\theta = 90^\\circ + \\alpha\\))</p>""}]",\(\sin\alpha = \frac{v_r}{v_s}\) (where \(\theta = 90^\circ + \alpha\)),1
3820d951-1e90-4547-abdd-5b7c905cd9e0,4d93f24c-64c2-4acb-a630-24f1ceb13d71,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\cos\\alpha = \\frac{v_r}{v_s}\\)</p>""}]",\(\cos\alpha = \frac{v_r}{v_s}\),2
9817dbcc-c49f-4a68-8caf-9b4d2892cd48,4d93f24c-64c2-4acb-a630-24f1ceb13d71,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\tan\\alpha = \\frac{v_r}{v_s}\\)</p>""}]",\(\tan\alpha = \frac{v_r}{v_s}\),3
c1681120-3547-4aed-8127-18ae0ee6704f,4d93f24c-64c2-4acb-a630-24f1ceb13d71,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\sin\\alpha = \\frac{v_s}{v_r}\\)</p>""}]",\(\sin\alpha = \frac{v_s}{v_r}\),4
785cfc6a-64b5-41a9-965d-e61eb9920e06,058ce5f3-96a6-4ba4-ac2e-6f1c09382872,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v} = 3\\hat{i} + 4(2)\\hat{j} = 3\\hat{i} + 8\\hat{j}\\)</p>""}]",\(\vec{v} = 3\hat{i} + 4(2)\hat{j} = 3\hat{i} + 8\hat{j}\),1
7fe50805-ba03-4bab-9b54-fa5827e9df8d,058ce5f3-96a6-4ba4-ac2e-6f1c09382872,b,"[{""type"": ""text"", ""html"": ""<p>\\(6\\hat{i} + 8\\hat{j}\\)</p>""}]",\(6\hat{i} + 8\hat{j}\),2
e2bbe7d4-448a-4157-a318-3e9ce14bfcc1,058ce5f3-96a6-4ba4-ac2e-6f1c09382872,c,"[{""type"": ""text"", ""html"": ""<p>\\(3\\hat{i} + 4\\hat{j}\\)</p>""}]",\(3\hat{i} + 4\hat{j}\),3
d08264b4-44f1-4b7e-b4aa-9f6ffe32b968,058ce5f3-96a6-4ba4-ac2e-6f1c09382872,d,"[{""type"": ""text"", ""html"": ""<p>\\(3\\hat{i} + 16\\hat{j} + 5\\hat{k}\\)</p>""}]",\(3\hat{i} + 16\hat{j} + 5\hat{k}\),4
d8162411-d81b-4439-a8d7-e5c34629f676,c430b6a0-12ee-41e2-abe5-ddb85d045636,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{a} = 4\\hat{j} \\text{ m/s}^2\\)</p>""}]",\(\vec{a} = 4\hat{j} \text{ m/s}^2\),1
b198b26b-1758-45cc-87ed-efccc75c95e9,c430b6a0-12ee-41e2-abe5-ddb85d045636,b,"[{""type"": ""text"", ""html"": ""<p>\\(3\\hat{i} + 4\\hat{j}\\)</p>""}]",\(3\hat{i} + 4\hat{j}\),2
d3e3dd62-4012-457a-a599-c73983ee3d8c,c430b6a0-12ee-41e2-abe5-ddb85d045636,c,"[{""type"": ""text"", ""html"": ""<p>\\(2\\hat{j}\\)</p>""}]",\(2\hat{j}\),3
e8795696-0678-44b9-b532-656dea35cf7e,c430b6a0-12ee-41e2-abe5-ddb85d045636,d,"[{""type"": ""text"", ""html"": ""<p>\\(0\\)</p>""}]",\(0\),4
85735de7-5b1a-4cca-ae3e-8a46360c57b1,e2b7cc87-438b-411a-a3d7-7a9ace8407e9,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v} = \\vec{u} + \\vec{a}t\\)</p>""}]",\(\vec{v} = \vec{u} + \vec{a}t\),1
1449e47f-fdc3-4e12-8bd0-23f9cb0d3b65,e2b7cc87-438b-411a-a3d7-7a9ace8407e9,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v} = \\vec{u} - \\vec{a}t\\)</p>""}]",\(\vec{v} = \vec{u} - \vec{a}t\),2
e6596d22-b7e1-42f7-a4ec-c0d5340089cc,e2b7cc87-438b-411a-a3d7-7a9ace8407e9,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v} = \\vec{a}t\\)</p>""}]",\(\vec{v} = \vec{a}t\),3
74c75960-6c19-4558-82ea-9e6a73473402,e2b7cc87-438b-411a-a3d7-7a9ace8407e9,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v} = \\sqrt{u^2 + 2at}\\)</p>""}]",\(\vec{v} = \sqrt{u^2 + 2at}\),4
75246695-2c27-405b-bcfc-f2083eb7d74f,d24b8b48-e154-46ee-b479-e9ad3dbafadf,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{r} = \\vec{u}t + \\frac{1}{2}\\vec{a}t^2\\)</p>""}]",\(\vec{r} = \vec{u}t + \frac{1}{2}\vec{a}t^2\),1
df211e07-4e32-45a3-a8cc-ec49f2a94506,d24b8b48-e154-46ee-b479-e9ad3dbafadf,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{r} = \\vec{u}t - \\frac{1}{2}\\vec{a}t^2\\)</p>""}]",\(\vec{r} = \vec{u}t - \frac{1}{2}\vec{a}t^2\),2
f94a0ded-ed7d-43e3-b1db-4117a187686c,d24b8b48-e154-46ee-b479-e9ad3dbafadf,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{r} = \\frac{1}{2}\\vec{a}t^2\\)</p>""}]",\(\vec{r} = \frac{1}{2}\vec{a}t^2\),3
07672d97-4cd4-40bd-9fb6-62cbc2eb8e2b,d24b8b48-e154-46ee-b479-e9ad3dbafadf,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{r} = \\vec{u}t\\)</p>""}]",\(\vec{r} = \vec{u}t\),4
620acbe4-7333-4907-a02c-f28bfdcc335c,015da9d6-85ce-4351-91d9-6fce6206aa7f,a,"[{""type"": ""text"", ""html"": ""<p>\\(90^\\circ\\)</p>""}]",\(90^\circ\),1
c456c1fe-d570-4c09-891e-a1f9acfc73de,015da9d6-85ce-4351-91d9-6fce6206aa7f,b,"[{""type"": ""text"", ""html"": ""<p>\\(0^\\circ\\)</p>""}]",\(0^\circ\),2
31815972-8879-479b-bfe5-90aa836221f7,015da9d6-85ce-4351-91d9-6fce6206aa7f,c,"[{""type"": ""text"", ""html"": ""<p>\\(180^\\circ\\)</p>""}]",\(180^\circ\),3
53d153fc-394f-4ddc-8e4d-27f7ba21acaa,015da9d6-85ce-4351-91d9-6fce6206aa7f,d,"[{""type"": ""text"", ""html"": ""<p>\\(45^\\circ\\)</p>""}]",\(45^\circ\),4
923d161a-4572-4d54-8986-78db3f6bf0fb,4198f4bd-baa7-410e-9bd2-3da4b9e2fa53,a,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\sqrt{\\frac{2h}{g}}\\)</p>""}]",\(t = \sqrt{\frac{2h}{g}}\),1
85ab03a5-7977-4faf-be8b-0554368ed025,4198f4bd-baa7-410e-9bd2-3da4b9e2fa53,b,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\frac{2h}{g}\\)</p>""}]",\(t = \frac{2h}{g}\),2
b62fba61-47e6-4965-ab46-fd09e0a9ca9f,4198f4bd-baa7-410e-9bd2-3da4b9e2fa53,c,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\sqrt{\\frac{h}{2g}}\\)</p>""}]",\(t = \sqrt{\frac{h}{2g}}\),3
d701138b-de09-45f2-9942-978de8e6595c,4198f4bd-baa7-410e-9bd2-3da4b9e2fa53,d,"[{""type"": ""text"", ""html"": ""<p>\\(t = \\frac{u}{g}\\)</p>""}]",\(t = \frac{u}{g}\),4
434db0fd-9c9a-4e52-a428-c289bb18100f,2e7fb18c-fffe-4677-b1a2-2063222ff530,a,"[{""type"": ""text"", ""html"": ""<p>\\(x = u\\sqrt{\\frac{2h}{g}}\\)</p>""}]",\(x = u\sqrt{\frac{2h}{g}}\),1
7957564c-8c8c-463d-9301-a3388eb5a2d0,2e7fb18c-fffe-4677-b1a2-2063222ff530,b,"[{""type"": ""text"", ""html"": ""<p>\\(x = u\\frac{2h}{g}\\)</p>""}]",\(x = u\frac{2h}{g}\),2
129a1869-4d33-4cac-b4d8-26fe917140cc,2e7fb18c-fffe-4677-b1a2-2063222ff530,c,"[{""type"": ""text"", ""html"": ""<p>\\(x = \\frac{u^2}{2g}\\)</p>""}]",\(x = \frac{u^2}{2g}\),3
9537808e-e3a5-444c-b42c-b23cc8f2ba31,2e7fb18c-fffe-4677-b1a2-2063222ff530,d,"[{""type"": ""text"", ""html"": ""<p>\\(x = \\sqrt{2gh}\\)</p>""}]",\(x = \sqrt{2gh}\),4
7dc23cd3-c8c0-453a-ab37-1f7ad56f6e51,97a0f509-3a1f-4da2-8814-56e726ddaf5c,a,"[{""type"": ""text"", ""html"": ""<p>\\(v = \\sqrt{u^2 + 2gh}\\)</p>""}]",\(v = \sqrt{u^2 + 2gh}\),1
91b11c5f-364f-4603-961c-552e14ae9be4,97a0f509-3a1f-4da2-8814-56e726ddaf5c,b,"[{""type"": ""text"", ""html"": ""<p>\\(v = u + \\sqrt{2gh}\\)</p>""}]",\(v = u + \sqrt{2gh}\),2
e415fbe8-7a1d-459d-b242-ddea1be9106b,97a0f509-3a1f-4da2-8814-56e726ddaf5c,c,"[{""type"": ""text"", ""html"": ""<p>\\(v = \\sqrt{2gh}\\)</p>""}]",\(v = \sqrt{2gh}\),3
b2b94495-31d3-4f1b-8c33-99840f5f0427,97a0f509-3a1f-4da2-8814-56e726ddaf5c,d,"[{""type"": ""text"", ""html"": ""<p>\\(v = u\\)</p>""}]",\(v = u\),4
12d366ef-f341-45f4-8123-f616b95d5887,5ab4f2e7-eaec-4e6a-9455-a5c0d421b497,a,"[{""type"": ""text"", ""html"": ""<p>Both hit the ground at the same time (since vertical motion depends only on \\(h\\) and \\(g\\))</p>""}]",Both hit the ground at the same time (since vertical motion depends only on \(h\) and \(g\)),1
c903479d-8dad-4fc7-8253-c8cd6ccf73d7,5ab4f2e7-eaec-4e6a-9455-a5c0d421b497,b,"[{""type"": ""text"", ""html"": ""<p>Faster bullet hits first</p>""}]",Faster bullet hits first,2
11337092-5586-4936-adab-31c489581372,5ab4f2e7-eaec-4e6a-9455-a5c0d421b497,c,"[{""type"": ""text"", ""html"": ""<p>Slower bullet hits first</p>""}]",Slower bullet hits first,3
c7a99567-c9ac-4464-9dde-d95a800b5ba5,5ab4f2e7-eaec-4e6a-9455-a5c0d421b497,d,"[{""type"": ""text"", ""html"": ""<p>Depends on mass of bullets</p>""}]",Depends on mass of bullets,4
7f41dfc2-131e-4235-aec0-8a74ebbea16b,4d3f013d-abbc-4cda-a8fb-659942d36480,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega^2 r\\) towards the centre</p>""}]",\(\omega^2 r\) towards the centre,1
7ef6434b-6ca0-49a8-8dd9-8def0dfb1759,4d3f013d-abbc-4cda-a8fb-659942d36480,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega r\\) along tangent</p>""}]",\(\omega r\) along tangent,2
5a674f3d-a330-46ba-8146-55fb21d545e3,4d3f013d-abbc-4cda-a8fb-659942d36480,c,"[{""type"": ""text"", ""html"": ""<p>Zero</p>""}]",Zero,3
6e4c4470-fe35-413a-98e2-b647a884c4be,4d3f013d-abbc-4cda-a8fb-659942d36480,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\frac{\\omega^2}{r}\\) outward</p>""}]",\(\frac{\omega^2}{r}\) outward,4
bd7297f2-2a7a-407a-8864-f5b3e02107b4,0880b3a1-be90-436c-ad41-1b679d54eae0,a,"[{""type"": ""text"", ""html"": ""<p>1</p>""}]",1,1
da332dae-5351-42fc-81c2-394ae401e93e,0880b3a1-be90-436c-ad41-1b679d54eae0,b,"[{""type"": ""text"", ""html"": ""<p>0</p>""}]",0,2
34bda0d3-451a-465f-b2d6-44f2506bbb39,0880b3a1-be90-436c-ad41-1b679d54eae0,c,"[{""type"": ""text"", ""html"": ""<p>2</p>""}]",2,3
d08cf079-bd03-4da3-861b-eb8d26d4eef5,0880b3a1-be90-436c-ad41-1b679d54eae0,d,"[{""type"": ""text"", ""html"": ""<p>-1</p>""}]",-1,4
4870d00d-2141-4643-bf96-dd43285f1e23,8c3d618e-f2a8-489a-87a1-8b16e7ece59d,a,"[{""type"": ""text"", ""html"": ""<p>\\(90^\\circ\\) (since \\(\\vec{A} \\cdot \\vec{B} = 1 - 1 = 0\\))</p>""}]",\(90^\circ\) (since \(\vec{A} \cdot \vec{B} = 1 - 1 = 0\)),1
dfa4634f-20be-4fd7-a655-f04dcf2124c2,8c3d618e-f2a8-489a-87a1-8b16e7ece59d,b,"[{""type"": ""text"", ""html"": ""<p>\\(45^\\circ\\)</p>""}]",\(45^\circ\),2
a6d6ef30-82ef-46a0-a196-591fbf2a710f,8c3d618e-f2a8-489a-87a1-8b16e7ece59d,c,"[{""type"": ""text"", ""html"": ""<p>\\(180^\\circ\\)</p>""}]",\(180^\circ\),3
6622e888-d7ab-467a-b2db-e0797a98a969,8c3d618e-f2a8-489a-87a1-8b16e7ece59d,d,"[{""type"": ""text"", ""html"": ""<p>\\(0^\\circ\\)</p>""}]",\(0^\circ\),4
139a67b5-295a-49be-8a60-0e0e0a69a054,6473c68c-46fa-4881-aaa5-188f0963af9a,a,"[{""type"": ""text"", ""html"": ""<p>\\(90^\\circ\\)</p>""}]",\(90^\circ\),1
ce772375-3f43-4bf2-996b-dc9a74206a40,6473c68c-46fa-4881-aaa5-188f0963af9a,b,"[{""type"": ""text"", ""html"": ""<p>\\(60^\\circ\\)</p>""}]",\(60^\circ\),2
d87246f5-bd31-44bd-980e-2fb50e22f54e,6473c68c-46fa-4881-aaa5-188f0963af9a,c,"[{""type"": ""text"", ""html"": ""<p>\\(45^\\circ\\)</p>""}]",\(45^\circ\),3
966da954-b3d2-4bbb-b979-daa63037528e,6473c68c-46fa-4881-aaa5-188f0963af9a,d,"[{""type"": ""text"", ""html"": ""<p>\\(120^\\circ\\)</p>""}]",\(120^\circ\),4
13390029-c8eb-4786-880b-c31aa7cf8442,d76cb821-e14d-4639-b3d7-cdc92ba90c29,a,"[{""type"": ""text"", ""html"": ""<p>\\(45^\\circ\\) (since \\(\\sin\\theta = \\cos\\theta \\Rightarrow \\tan\\theta = 1\\))</p>""}]",\(45^\circ\) (since \(\sin\theta = \cos\theta \Rightarrow \tan\theta = 1\)),1
5c269457-2111-4897-bd88-8185b4cb5a34,d76cb821-e14d-4639-b3d7-cdc92ba90c29,b,"[{""type"": ""text"", ""html"": ""<p>\\(30^\\circ\\)</p>""}]",\(30^\circ\),2
1be24d08-e65f-4d86-bbf3-54fca630770b,d76cb821-e14d-4639-b3d7-cdc92ba90c29,c,"[{""type"": ""text"", ""html"": ""<p>\\(60^\\circ\\)</p>""}]",\(60^\circ\),3
3bcdfdf4-e1bf-45a0-b859-719fc4a3dee0,d76cb821-e14d-4639-b3d7-cdc92ba90c29,d,"[{""type"": ""text"", ""html"": ""<p>\\(90^\\circ\\)</p>""}]",\(90^\circ\),4
fc71c61b-7e2b-4474-b2de-cbfb3a325099,37f10e51-f51c-4ff3-9a10-3d542611ef9d,a,"[{""type"": ""text"", ""html"": ""<p>\\(g T^2 = 8 H\\) (or \\(H = \\frac{g T^2}{8}\\))</p>""}]",\(g T^2 = 8 H\) (or \(H = \frac{g T^2}{8}\)),1
8ad7cca0-c27e-4229-acac-f6cae3ae631b,37f10e51-f51c-4ff3-9a10-3d542611ef9d,b,"[{""type"": ""text"", ""html"": ""<p>\\(g T^2 = 4 H\\)</p>""}]",\(g T^2 = 4 H\),2
b0eee91c-ae9e-4007-b3c5-694c3d28fb42,37f10e51-f51c-4ff3-9a10-3d542611ef9d,c,"[{""type"": ""text"", ""html"": ""<p>\\(g T = 2 H\\)</p>""}]",\(g T = 2 H\),3
77579b8e-a295-45d8-abda-9bbbb5abaca5,37f10e51-f51c-4ff3-9a10-3d542611ef9d,d,"[{""type"": ""text"", ""html"": ""<p>\\(g T^2 = 2 H\\)</p>""}]",\(g T^2 = 2 H\),4
